# p_696_57, p_706_73,p_738_45,p_750_42, p_751_52, p_763_55, p_772_44, p_794_90, p_800_70, p_801_57, p_810_43,p_811_58, p_826_49, p_840_90, p_842_53, p_852_21, p_912_33, p_922_48,p_965_80, Ion Density (1/m3), Electron Density (1/m3),Electron Temperature (eV),Pressure Upstream (Torr),Pressure Downstream (mTorr), Plasma Power (W),fit10, fit11, fit12, fit13, fit14, fit15,H2_Flow_Rate (sccm), He_Flow_Rate,Argon Flow Rate (sccm)
0.132550619,0.204181859,0.247688953,0.316169101,0.278850953,0.528345349,0.264206625,0.270401409,0.295963347,0.525705954,0.325895725,1.792717948,0.195791213,0.356006672,0.592679207,0.235844494,0.505314916,0.175192499,0.174240769,9.43E+16,1.40E+17,2.96822048,0.52,70.8,110,0.388670125,0.642494366,0.965002773,0.693651975,1.577880502,4.93372377,2,0,70
0.123724312,0.180111336,0.215134419,0.359114349,0.312916408,0.539029039,0.257923541,0.269381892,0.314397321,0.533173509,0.31992843,1.914891717,0.195544354,0.31225695,0.570672351,0.232081621,0.458178602,0.171932539,0.172518572,6.62E+16,8.53E+16,3.05733338,0.61,36.5,75,0.159647115,0.477655699,0.299310212,0.624078468,1.564479298,5.388149197,2,0,90
0.159567648,0.192549783,0.263289584,0.634524726,0.426172007,0.619230061,0.282457366,0.301561794,0.432169208,0.556353586,0.440014504,2.407844091,0.274183258,0.420041798,0.799015251,0.330772309,0.629043784,0.266851014,0.261541985,4.48E+16,6.41E+16,3.049646959,0.4,20.6,85,0.108969176,0.433611606,0.147707897,0.554534463,1.175337625,3.96556333,2,0,50
0.174900996,0.276305313,0.324428725,0.449073041,0.416050648,0.777588729,0.378597894,0.403664194,0.461069331,0.807965138,0.470398652,2.819695613,0.291185243,0.482247982,0.839904241,0.347885003,0.711301803,0.252597248,0.246902411,7.40E+16,1.23E+17,2.97473662,0.61,45,85,0.224628945,0.52359254,0.441981111,0.64905225,1.467280184,4.809512433,2,0,90
0.13730522,0.182595929,0.242951057,0.499891339,0.364152231,0.588181673,0.267033974,0.278705006,0.35814016,0.559681694,0.380167507,2.211746237,0.228493312,0.379539725,0.694864292,0.268897013,0.568519365,0.220301712,0.215769373,4.95E+16,6.94E+16,3.119412208,0.4,30.1,85,0.098234729,0.425808436,0.166912495,0.606925288,1.420140656,4.999784876,2,0,50
0.10387575,0.154334793,0.192920912,0.301457748,0.242167655,0.425571789,0.20980371,0.221925715,0.248629833,0.424004485,0.269663115,1.364287913,0.164642889,0.291638941,0.478169527,0.191251238,0.398960123,0.14986014,0.145615418,5.85E+16,6.78E+16,3.068752371,0.52,85.4,90,0.413078838,0.656757679,1.254944083,0.721421395,1.875507158,5.750434275,2,0,70
0.196905704,0.315061689,0.359825866,0.41187423,0.406706428,0.807968909,0.39221434,0.424704112,0.457686559,0.830153908,0.49021891,2.72016645,0.297322652,0.504706011,0.864334932,0.356902177,0.727509786,0.248494986,0.245095679,1.06E+17,2.02E+17,2.755267173,0.61,55.1,117,0.423044623,0.658079283,0.845936617,0.660603446,1.351333258,4.015795676,2,0,90
0.305537185,0.355283953,0.506490899,1.512844822,0.981424955,1.377003219,0.571841583,0.645638788,0.903697246,1.205427145,0.951652805,5.656696627,0.571479525,0.904789783,1.770327002,0.675937697,1.504635862,0.583428873,0.549604912,1.60E+16,2.16E+16,3.1923706,0.52,27.8,45,0.008677134,0.290758481,0.014596616,0.62241564,1.164748557,4.022059543,2,0,70
0.127428521,0.181836461,0.225847257,0.385397082,0.289903744,0.500612112,0.254756046,0.253569468,0.280750333,0.506985699,0.309428202,1.672960111,0.192586331,0.344736223,0.563923034,0.228934966,0.462990823,0.169587416,0.170201575,6.44E+16,7.93E+16,3.127518064,0.4,60.3,100,0.259633661,0.548841722,0.682006805,0.695118685,1.683250334,5.486702711,2,0,50
0.102898808,0.152824822,0.18160339,0.301273048,0.250250661,0.432783273,0.200966795,0.213923453,0.260072766,0.438826169,0.275465322,1.621180999,0.163572291,0.278496228,0.495626262,0.1931075,0.428170519,0.156754332,0.145531626,8.61E+16,8.65E+16,3.088447048,0.52,40,85,0.170833619,0.486522771,0.346097644,0.641039467,1.52066521,5.186047498,2,0,70
0.199615564,0.322733298,0.381039665,0.480334867,0.445559281,0.85807351,0.433968115,0.43942282,0.487604985,0.870153769,0.521783767,3.015428786,0.327605721,0.550927071,0.929964369,0.372607952,0.805268721,0.267300527,0.275620529,8.21E+16,1.30E+17,2.941370914,0.61,75.4,90,0.349999174,0.609756633,0.854701631,0.696939645,1.646395285,5.119004398,2,0,90
0.149619445,0.236171922,0.276787174,0.307138569,0.295986976,0.600584631,0.286792628,0.317424296,0.329736706,0.613930731,0.367231355,1.971023234,0.226782204,0.394242026,0.656624875,0.264308142,0.56380885,0.188942483,0.173157295,1.07E+17,1.98E+17,2.749509892,0.61,95,115,0.485667206,0.703102729,1.103169405,0.71128405,1.486680111,4.314232563,2,0,90
0.159691381,0.229869564,0.274395033,0.429715309,0.358918463,0.60116769,0.304007094,0.31865959,0.394332559,0.624997989,0.398614585,2.126009971,0.245610307,0.403232824,0.700464687,0.295475008,0.606256109,0.236524074,0.215516126,6.90E+16,1.19E+17,2.943326209,0.52,40,45,0.321178317,0.595824313,0.592396788,0.593137449,1.231339264,3.932728995,2,0,70
0.091539704,0.133577036,0.16872418,0.296232571,0.21738544,0.356688811,0.186045418,0.184091965,0.202903313,0.365141915,0.227881926,1.106446787,0.140564911,0.251225323,0.398831174,0.166563779,0.34675579,0.125569648,0.12503109,6.22E+16,6.86E+16,3.076816785,0.4,80.3,108,0.380897126,0.632475544,1.130176198,0.716288927,1.844313444,5.722073145,2,0,50
0.140707788,0.219515727,0.268353316,0.342583281,0.315965161,0.586142799,0.298213164,0.302700165,0.329520863,0.596188612,0.36676714,2.017286307,0.231547716,0.38409081,0.647495576,0.26056922,0.565613109,0.188699949,0.185805272,8.07E+16,1.21E+17,2.95088275,0.61,85.4,90,0.39811192,0.644408475,1.045932606,0.709369638,1.699822245,5.216211752,2,0,90
0.130435256,0.185959048,0.241242685,0.471207659,0.353969967,0.549477999,0.265580591,0.282309817,0.332775816,0.553301709,0.363494024,1.868893618,0.224814194,0.393123517,0.656232811,0.257287796,0.564954367,0.212203331,0.196418302,3.32E+16,3.85E+16,3.183332783,0.52,70.8,70,0.421805361,0.667950246,1.414417301,0.720025482,1.948693749,6.12172314,2,0,70
0.248403848,0.328969057,0.425328658,1.017578362,0.727152246,1.085268645,0.487377419,0.514626917,0.69542457,1.034849053,0.740800392,4.478703423,0.461322404,0.721158687,1.343013715,0.53559125,1.149421438,0.479531509,0.448338858,6.29E+16,3.89E+16,3.158506875,0.52,27.8,56,0.058904826,0.385267239,0.097229081,0.605928445,1.478459314,5.402219658,2,0,70
0.149840736,0.209855918,0.256281796,0.467605291,0.367714288,0.594392233,0.286982696,0.304413941,0.388667157,0.609680855,0.39669971,2.285368493,0.245028579,0.400855015,0.734369173,0.290063147,0.629005018,0.243793275,0.220718368,5.96E+16,8.90E+16,3.011115147,0.52,27.8,85,0.124305275,0.447239045,0.191024242,0.592723397,1.332495967,4.562128053,2,0,70
0.139763014,0.179293081,0.242268876,0.577547591,0.404304625,0.599407148,0.276201849,0.284902876,0.347694124,0.57916541,0.395564527,2.167860653,0.233258101,0.400204568,0.711995195,0.272347194,0.565024133,0.224561246,0.216551882,2.92E+16,3.73E+16,3.248627593,0.4,40.3,65,0.160825138,0.479964761,0.407096246,0.662962773,1.669676153,5.874977473,2,0,50
0.221966853,0.310000544,0.362842994,0.488362566,0.4865398,0.736718438,0.418936007,0.40411645,0.556864814,0.872148219,0.542245227,2.606644722,0.348587625,0.560876741,0.922745922,0.428163617,0.779884053,0.335364103,0.321741385,3.40E+17,1.30E+17,2.703249791,0.53,28.9,80,0.243858159,0.52677529,0.349622533,0.607215844,1.210141021,3.576316535,0,4,70
0.247189704,0.35401426,0.40074177,0.369279927,0.451648199,0.904610014,0.457348411,0.425377905,0.486812218,0.893617309,0.533802462,2.735720728,0.334642612,0.604404864,1.013017313,0.426994119,0.899430968,0.311505718,0.289279363,3.63E+17,2.19E+17,2.304430327,0.42,60.5,80,0.492071969,0.663888415,0.682766856,0.692430824,1.191762268,2.851478707,0,4,50
0.243978659,0.328933222,0.378636701,0.353204805,0.460699031,0.905654804,0.418663144,0.414785217,0.504473324,0.913913029,0.570078721,2.939584903,0.350486019,0.611721596,1.030911766,0.426988078,0.870807056,0.322474116,0.324052609,2.55E+17,1.48E+17,2.415769443,0.62,65.2,55,0.398049996,0.612599727,0.588894186,0.684894884,1.383260633,3.703379609,0,4,90
0.229064603,0.308290519,0.366815948,0.527230629,0.472697402,0.677040875,0.427789126,0.399370019,0.591449927,0.78652418,0.517809598,2.304214258,0.348284568,0.544774596,0.852602251,0.446378481,0.697947941,0.327329036,0.312472006,8.50E+16,1.66E+17,2.67476906,0.42,21.9,108,0.280869625,0.549023065,0.381865763,0.568438238,1.036976434,2.746005343,0,4,50
0.256234749,0.37910601,0.431690688,0.423871889,0.503722743,0.925553001,0.482167723,0.490959212,0.563366456,1.064444652,0.627248275,2.990135324,0.373684126,0.642253564,1.087956473,0.444950182,0.90896377,0.356254424,0.332439405,3.41E+17,2.11E+17,2.337682463,0.53,50,80,0.446285528,0.635824084,0.597271447,0.671321748,1.183940151,2.901225199,0,4,70
0.289838036,0.404660664,0.453947345,0.469954607,0.528094244,0.870518367,0.493132896,0.45445722,0.593584074,0.974363313,0.585726086,2.768021368,0.404650835,0.664127581,1.037932112,0.505003592,0.881376631,0.364172893,0.344355379,3.35E+17,2.11E+17,2.421470095,0.62,36.8,90,0.377575383,0.598446233,0.498258657,0.63538605,1.162587018,2.978070374,0,4,90
0.229457882,0.314009466,0.365160678,0.32409984,0.427252325,0.858079001,0.395386251,0.393782123,0.460918976,0.860129609,0.542237537,2.749570511,0.326852338,0.591165448,0.986522521,0.402150915,0.821726946,0.293809517,0.294858813,2.44E+17,1.75E+17,2.276553902,0.62,75,55,0.48217522,0.654608897,0.661408542,0.698823252,1.312285352,3.258533521,0,4,90
0.240490671,0.293655204,0.360968002,0.478192752,0.510895841,0.857698289,0.438268103,0.395503146,0.576600227,0.902388611,0.588054865,3.298950666,0.389118033,0.620265259,1.08485119,0.473941087,0.941266397,0.387018028,0.371162826,1.80E+17,6.99E+16,2.87033133,0.62,36.8,50,0.14092516,0.457010137,0.230041283,0.641197292,1.480051455,4.81980291,0,4,90
0.182116416,0.241777962,0.291597978,0.29628616,0.377835218,0.761084466,0.342722516,0.333970172,0.390511983,0.771589428,0.476849643,2.72492347,0.265590351,0.495021875,0.866076088,0.328605954,0.829303583,0.250180337,0.259032019,1.97E+17,1.10E+17,2.61160158,0.42,80.4,50,0.385183132,0.616344997,0.719568564,0.713870799,1.493293378,4.193907761,0,4,50
0.251616233,0.337820634,0.398919345,0.513383304,0.5172884,0.828637384,0.469495488,0.448988542,0.627187727,0.940778571,0.594324226,2.896940675,0.381827087,0.627609766,1.020791116,0.487972882,0.881350438,0.362631356,0.351427963,9.65E+16,1.34E+17,2.702606233,0.42,30,80,0.265096729,0.541586487,0.390361908,0.611173592,1.21307999,3.574725492,0,4,50
0.215431324,0.294248437,0.35124399,0.308029056,0.411503467,0.878597053,0.412193355,0.388032113,0.433849108,0.868657014,0.535528375,2.827436988,0.317999049,0.571532343,0.964899378,0.375294622,0.877309909,0.270319512,0.269793442,2.60E+17,1.85E+17,2.25293809,0.53,90.5,55,0.547265119,0.696480403,0.787707342,0.716552267,1.317981198,3.197037468,0,4,70
0.228643095,0.310438646,0.361973221,0.312107214,0.422561547,0.873059062,0.39100469,0.390508736,0.445195594,0.87643188,0.548526968,2.752375789,0.325295572,0.581339021,0.962637441,0.389793074,0.846209389,0.277345351,0.289263365,2.45E+17,1.91E+17,2.198678481,0.62,85.5,55,0.53848417,0.683029895,0.717257905,0.713725998,1.278581485,3.021494561,0,4,90
0.286365988,0.388620015,0.450898503,0.511050588,0.566172592,1.006737548,0.525754194,0.496561853,0.655142554,1.075875952,0.663668839,3.47033543,0.422220998,0.72883084,1.231483308,0.546709586,1.070974987,0.39201389,0.391764713,1.85E+17,1.34E+17,2.668659708,0.42,40.4,70,0.293984833,0.55998751,0.465321987,0.642932734,1.326347435,3.920664933,0,4,50
0.161153349,0.230546864,0.26548941,0.262804654,0.330132541,0.645901018,0.325617668,0.306191307,0.368228749,0.700119716,0.410547452,2.114861365,0.244547157,0.423051643,0.712545813,0.286832438,0.657243366,0.22224633,0.209858091,2.86E+17,1.57E+17,2.439886485,0.53,60.5,60,0.403956567,0.618063819,0.602795183,0.683395905,1.324715898,3.522583293,0,4,70
0.267709063,0.360578383,0.422151049,0.464582204,0.542011088,1.01978154,0.495911352,0.465749608,0.59530821,1.034930748,0.634253413,3.553366293,0.393011474,0.697907657,1.211066275,0.506492025,1.094395919,0.380879288,0.371324256,2.07E+17,1.09E+17,2.715620531,0.42,50,60,0.25358046,0.533134032,0.42747049,0.669251903,1.422400997,4.250646997,0,4,50
0.146693353,0.195802228,0.23620273,0.322764786,0.344186916,0.596564024,0.300295519,0.283455954,0.388199906,0.658353575,0.409058709,2.278033496,0.249223083,0.403221053,0.733811887,0.295737867,0.652956881,0.257244832,0.244227932,2.10E+17,7.08E+16,2.881727864,0.53,40,50,0.149163216,0.462978336,0.252041881,0.651380713,1.486314023,4.808867638,0,4,70
0.177716962,0.231875211,0.275920116,0.283895597,0.368320491,0.755625713,0.359147134,0.329515204,0.406245611,0.747545884,0.465071024,2.70621659,0.278636641,0.48110318,0.85137519,0.331670421,0.792580882,0.259428766,0.246189766,2.16E+17,9.74E+16,2.633624521,0.53,70,45,0.360463009,0.602105177,0.672172782,0.702522604,1.523089295,4.367651654,0,4,70
0.251607618,0.344369836,0.393125975,0.369500391,0.462002036,0.857073005,0.416118777,0.415025014,0.506349844,0.883222713,0.55023601,2.729047677,0.35028634,0.602481238,0.99373151,0.434304816,0.816191605,0.320011629,0.312886596,2.73E+17,1.80E+17,2.368720971,0.62,55.1,65,0.436171752,0.633516383,0.613829849,0.677464449,1.254514471,3.207797313,0,4,90
0.242015687,0.344029283,0.396851769,0.360749927,0.451655117,0.91072358,0.423645043,0.43109565,0.481893754,0.937683414,0.55816111,2.767664217,0.324420452,0.605302358,0.988323047,0.406925838,0.905277539,0.28155181,0.290545501,3.65E+17,2.44E+17,2.211000324,0.42,70.6,80,0.559138915,0.698949937,0.756389472,0.708255507,1.183328538,2.697033632,0,4,50
0.229175705,0.336936056,0.379971241,0.394973126,0.443825557,0.771695492,0.436915139,0.412321834,0.509785736,0.906697727,0.523900914,2.443334146,0.332113469,0.556290598,0.882759482,0.40260037,0.783068752,0.306523386,0.287368935,3.63E+17,2.12E+17,2.402028786,0.53,40,90,0.391854968,0.605416902,0.515734081,0.646477355,1.149867629,2.876742303,0,4,70
0.322221765,0.460855621,0.511633552,0.506905675,0.564084018,0.987066171,0.557852721,0.519201681,0.638252179,1.061148324,0.630046528,2.967631226,0.422697417,0.730455317,1.152184331,0.549203347,1.003627126,0.383587177,0.36118466,3.17E+17,2.64E+17,2.327082447,0.42,40.4,108,0.416363947,0.614769789,0.520283701,0.64751226,1.113382625,2.63569932,0,4,50
0.229434486,0.298705812,0.355254698,0.411122235,0.481822506,0.855380227,0.406256473,0.388714876,0.536732512,0.882057114,0.562364035,3.100500857,0.359812007,0.592259775,1.039976896,0.446436409,0.905688802,0.357575496,0.357402275,1.87E+17,8.67E+16,2.766915122,0.62,45.2,50,0.204385469,0.501252476,0.345361357,0.654669079,1.531946301,4.773616408,0,4,90
0.216609547,0.30077614,0.348681692,0.304116731,0.396748263,0.830573208,0.403013243,0.389888271,0.435274372,0.843936171,0.51353781,2.591569258,0.310708192,0.549414852,0.904272995,0.364995857,0.836123183,0.262223188,0.252996825,2.83E+17,2.25E+17,2.177128834,0.53,80.8,65,0.584413518,0.71204946,0.786904845,0.709635952,1.241460104,2.872457531,0,4,70
0.152323397,0.210647847,0.254676699,0.249241473,0.32243876,0.696792655,0.294521331,0.306150704,0.351470283,0.711836635,0.43190361,2.424890552,0.238057705,0.429994278,0.757832435,0.280554922,0.710500356,0.216215316,0.217331092,2.30E+17,1.30E+17,2.529137899,0.42,90.2,50,0.429794919,0.641852199,0.77384659,0.713470523,1.484260914,4.058504965,0,4,50
0.28244973,0.396996521,0.448764273,0.407489926,0.500866311,0.933077021,0.465689579,0.459806566,0.552605425,0.969074843,0.598029916,2.818087304,0.380330075,0.671765908,1.066130854,0.478349644,0.869405653,0.33787499,0.339470786,3.05E+17,2.32E+17,2.23239937,0.62,55.1,75,0.49310838,0.655573318,0.622821841,0.678981923,1.188241308,2.803926464,0,4,90
0.205665819,0.282629438,0.331210497,0.310703106,0.406054759,0.82889016,0.406585903,0.378862588,0.450018396,0.82950999,0.516779714,2.766243175,0.313755536,0.54640976,0.924309922,0.375358404,0.850825658,0.280968962,0.263991873,2.59E+17,1.50E+17,2.426885378,0.53,70,55,0.413039393,0.623053649,0.629021605,0.689783987,1.389718273,3.7100482,0,4,70
0.22367643,0.308918531,0.357603057,0.364306225,0.427941619,0.803796384,0.406561591,0.376624821,0.466247738,0.812681629,0.493381735,2.590245227,0.31132016,0.559382372,0.925707064,0.401941373,0.8407116,0.290088543,0.288610978,3.01E+17,1.58E+17,2.540898825,0.42,50,70,0.381530068,0.611124216,0.601896358,0.665858234,1.299657135,3.586071422,0,4,50
0.168922155,0.231123496,0.276220406,0.280667893,0.346588219,0.731057141,0.337332054,0.316126113,0.374111218,0.692924366,0.421916216,2.486161226,0.257143705,0.451867842,0.833154868,0.314937215,0.736430823,0.251814659,0.230921347,2.52E+17,1.04E+17,2.66594196,0.42,70.6,50,0.339219335,0.588016751,0.631574289,0.695587998,1.52834637,4.431646903,0,4,50
0.260650674,0.364902453,0.414842525,0.402955106,0.477324647,0.835792558,0.430704635,0.423665798,0.529230669,0.899282761,0.538893955,2.577867905,0.360011261,0.605514464,0.952118661,0.446333934,0.826279471,0.315133487,0.309362412,3.17E+17,2.18E+17,2.340338625,0.62,45.2,80,0.431625869,0.626891961,0.567162839,0.657326558,1.193439943,2.974149382,0,4,90
0.197834244,0.28152205,0.320262582,0.306779022,0.38059384,0.7379705,0.385884548,0.359748305,0.422828,0.791611971,0.463602717,2.343689779,0.286280877,0.502037215,0.815128625,0.340625173,0.7434302,0.246211174,0.227772909,3.07E+17,1.99E+17,2.302796868,0.53,60.5,70,0.475659504,0.652910962,0.64990229,0.68617402,1.234705305,3.037303579,0,4,70
0.259909288,0.306249537,0.383448611,0.518436084,0.595356344,1.09724071,0.472532159,0.452074818,0.651694894,1.073229061,0.720481675,4.441228346,0.439174985,0.713263951,1.36817138,0.540737289,1.183623653,0.457764161,0.476630661,1.22E+17,4.42E+16,2.9759456,0.62,55.1,35,0.166874109,0.47526,0.375643282,0.686798301,1.854216254,5.835026749,0,4,90
0.179068784,0.217402711,0.263597303,0.35798742,0.398829348,0.702354485,0.324325616,0.306422527,0.445022053,0.705813603,0.468340587,2.797762303,0.299087819,0.476029774,0.880724695,0.361924903,0.773350496,0.308425981,0.298790456,1.42E+17,5.17E+16,2.93314718,0.62,45.2,40,0.115884884,0.435852811,0.223532358,0.672179447,1.636879073,5.367077978,0,4,90
0.172597368,0.219575221,0.274859946,0.30477604,0.397833632,0.828499816,0.364417951,0.33564106,0.43016078,0.793361262,0.512126737,3.163268126,0.299363794,0.510548411,0.938428289,0.351346391,0.894968503,0.292795822,0.277621587,1.44E+17,6.18E+16,2.795747453,0.53,80.8,35,0.358185149,0.606416785,0.828793627,0.723833504,1.706414595,5.039280148,0,4,70
0.227831627,0.334114702,0.381258226,0.410974019,0.464043545,0.80537666,0.442634669,0.424098488,0.532665295,0.93989315,0.548356763,2.649474254,0.342139193,0.577409314,0.927569608,0.419001114,0.82663071,0.324599333,0.303370153,3.33E+17,1.73E+17,2.489866257,0.53,40,80,0.362534217,0.594407342,0.513753893,0.644692568,1.203027062,3.211615407,0,4,70
0.255629061,0.339490248,0.4146638,0.613168754,0.548504735,0.784656468,0.487255665,0.457045353,0.685875085,0.900110104,0.602618628,2.749037449,0.398188633,0.620673206,0.986719187,0.509766045,0.806519188,0.381934544,0.361788362,7.86E+16,1.45E+17,2.703715005,0.42,21.9,100,0.271701961,0.545634153,0.377726534,0.568156186,1.070372585,2.977331424,0,4,50
0.285139386,0.404605816,0.455214465,0.458632759,0.511710479,0.90203273,0.498355239,0.468694695,0.580722657,0.97622193,0.573913378,2.763959474,0.385254915,0.659428357,1.056482276,0.496299676,0.922449509,0.348658616,0.328471003,4.05E+17,2.34E+17,2.394214877,0.42,40.4,100,0.416607828,0.621010818,0.556630324,0.643769516,1.163265959,2.917777604,0,4,50
0.267061085,0.365625932,0.412555904,0.442394402,0.494156059,0.821780856,0.45408181,0.420302716,0.557363845,0.907457578,0.555910281,2.673380585,0.37617389,0.621241376,0.981951571,0.471785141,0.843000426,0.347322858,0.333246618,3.41E+17,1.79E+17,2.513463072,0.62,36.8,80,0.361658893,0.594821926,0.514829339,0.640797369,1.165494883,3.070541799,0,4,90
0.203397871,0.264213406,0.313542176,0.311757958,0.403891161,0.80092414,0.355798346,0.351432174,0.443110441,0.786026531,0.511892113,2.829911537,0.305621413,0.529870714,0.935469943,0.375678588,0.784648205,0.288513487,0.291939933,1.94E+17,1.01E+17,2.615774148,0.62,65.2,45,0.334405095,0.583193394,0.587256054,0.692133206,1.507527915,4.333825747,0,4,90
0.260368919,0.372747142,0.422244435,0.383081141,0.465420605,0.920720857,0.474437112,0.439600666,0.498180206,0.912294722,0.537104304,2.663875562,0.340057357,0.614762031,1.017022033,0.432636111,0.902525113,0.312620947,0.290701158,3.49E+17,2.65E+17,2.211201702,0.42,60.5,90,0.529032272,0.6767665,0.680069629,0.690226557,1.156563729,2.625572489,0,4,50
0.21291513,0.312172813,0.35301764,0.314490412,0.398192286,0.828433709,0.386297126,0.397490078,0.432886144,0.863669536,0.52923614,2.617848832,0.298367858,0.551757477,0.903437833,0.359197284,0.828502304,0.253111212,0.259127902,3.68E+17,2.73E+17,2.134622431,0.42,80.4,80,0.609033375,0.722848586,0.798286081,0.718421183,1.182760559,2.600516541,0,4,50
0.261687115,0.370755248,0.425261936,0.552703495,0.553322719,0.842466988,0.487751238,0.471122029,0.638274285,1.009574669,0.617036866,2.916432376,0.4029312,0.647930683,1.042193685,0.493629493,0.888018625,0.384969928,0.361805262,3.54E+17,1.54E+17,2.630155098,0.53,28.9,90,0.297625732,0.559978468,0.4255673,0.607949798,1.161901696,3.26920947,0,4,70
0.237001862,0.315353045,0.37770395,0.334799982,0.462690476,0.972619177,0.429134622,0.420393406,0.493667836,0.948518008,0.599909443,3.188470915,0.351041348,0.627959181,1.094939626,0.423562795,0.952194208,0.322287815,0.331825883,2.13E+17,1.35E+17,2.394976499,0.62,85.5,45,0.440127374,0.638633062,0.685821981,0.700536072,1.460048126,3.866833234,0,4,90
0.173408932,0.234274433,0.27301589,0.30619074,0.362953888,0.716308828,0.328032853,0.304131599,0.383810915,0.689837867,0.423820408,2.549588793,0.254922453,0.450229327,0.819325793,0.322936838,0.75862694,0.255865599,0.248169602,1.35E+17,8.16E+16,2.779208622,0.42,60.5,50,0.29324823,0.562727383,0.587274169,0.694031471,1.545466748,4.669546359,0,4,50
0.246529415,0.334125087,0.393494264,0.481374019,0.491517898,0.778375193,0.448875684,0.42832738,0.589238571,0.887860009,0.55420587,2.652588203,0.362696233,0.597618162,0.957682622,0.465982052,0.827000636,0.335164983,0.328042206,1.17E+17,1.58E+17,2.629960279,0.42,30,90,0.319246704,0.574608219,0.467933535,0.609755183,1.178103966,3.335314419,0,4,50
0.213017893,0.285250427,0.339327427,0.31406922,0.424788755,0.921843064,0.422119389,0.391846072,0.453400664,0.90374935,0.559007138,3.134491219,0.327596168,0.575819689,1.01229163,0.3780802,0.951059387,0.291292042,0.288050616,2.29E+17,1.30E+17,2.45718194,0.53,90.5,45,0.456994229,0.656017796,0.781192223,0.718409756,1.43779307,3.823714188,0,4,70
0.277273032,0.32403073,0.42498349,0.787871918,0.696466462,1.051735225,0.515435945,0.510874988,0.806547692,1.101732883,0.783516682,4.358830378,0.49313861,0.756325343,1.407627442,0.612134383,1.196909439,0.507127232,0.503842104,1.48E+17,4.85E+16,3.005893575,0.53,28.9,50,0.043436406,0.362476551,0.060429931,0.619743289,1.397140655,4.805826192,0,4,70
0.237857557,0.309763266,0.369912653,0.346408715,0.464830998,0.944989205,0.421218432,0.412334981,0.496526745,0.939209906,0.595133874,3.230139909,0.356632156,0.614576685,1.067791991,0.424376269,0.935204323,0.335409393,0.336448703,2.17E+17,1.21E+17,2.479888153,0.62,75,45,0.37598749,0.60223295,0.601695868,0.696297547,1.475715422,4.04388417,0,4,90
0.192024052,0.268372485,0.317118413,0.371669791,0.439498869,0.8202696,0.396533006,0.379772097,0.492641719,0.909983079,0.541800845,3.030127427,0.320999117,0.527085308,0.975412117,0.377719506,0.866420474,0.321586919,0.307734907,2.26E+17,8.45E+16,2.776804918,0.53,50,50,0.235178513,0.522826096,0.421674381,0.66785274,1.527140524,4.700821458,0,4,70
0.292745481,0.412680616,0.468703587,0.527039686,0.537559452,0.848725572,0.51010622,0.476586017,0.638244393,0.976113571,0.587630966,2.689795997,0.405040248,0.671123638,1.039024406,0.524277619,0.886026797,0.359149512,0.35453159,4.38E+17,2.35E+17,2.457816527,0.42,30,116,0.34798184,0.580742626,0.443935715,0.611168503,1.099799408,2.768666095,0,4,50
0.153084321,0.17121404,0.222438811,0.362141171,0.36005123,0.601952929,0.285324328,0.255380288,0.403872585,0.601100347,0.409525902,2.469846307,0.278694297,0.409060053,0.77165812,0.32592221,0.665727065,0.281799435,0.281522073,1.31E+17,4.18E+16,3.044258706,0.62,36.8,40,0.035561399,0.350276555,0.061153241,0.650553006,1.647609525,5.639109422,0,4,90
0.231613295,0.328818657,0.37575809,0.355997522,0.416932513,0.780645547,0.412748159,0.386312105,0.463668356,0.80581969,0.484308541,2.360643556,0.309155254,0.557491982,0.904147179,0.403861316,0.791099611,0.282008989,0.270510698,4.05E+17,2.35E+17,2.322748937,0.42,50,90,0.454989642,0.640572694,0.608656305,0.671581258,1.160032183,2.788651869,0,4,50
0.293730475,0.406261726,0.468689287,0.50386851,0.564061496,0.990248444,0.530742173,0.49632544,0.632958582,1.058188566,0.634956152,3.232776278,0.412658589,0.716255727,1.187712149,0.536469286,1.027289069,0.383040302,0.37271485,3.41E+17,1.66E+17,2.564653212,0.42,40.4,80,0.365355842,0.601916551,0.559768745,0.647842546,1.218117044,3.335311662,0,4,50
0.230417704,0.315394855,0.371801126,0.334230332,0.439292855,0.932674876,0.440145575,0.418318688,0.478704978,0.912862608,0.564875155,2.996184395,0.341023157,0.604619957,1.022363684,0.401186763,0.947310846,0.289044013,0.28034569,2.57E+17,1.73E+17,2.31401033,0.53,80.8,55,0.49235013,0.665773551,0.718142019,0.698401892,1.357411329,3.442494009,0,4,70
0.163390225,0.232018827,0.275806156,0.254660707,0.331410987,0.710098553,0.31744639,0.320649753,0.358241531,0.715423286,0.439002547,2.333684161,0.242777237,0.443527256,0.764775134,0.286271859,0.724218956,0.211042237,0.212786614,2.93E+17,1.78E+17,2.342413446,0.42,90.2,60,0.52912994,0.694265158,0.827268955,0.713597129,1.351779522,3.405393694,0,4,50
0.253885865,0.338012412,0.394366637,0.41795414,0.495983008,0.87759554,0.433914802,0.422204919,0.560019963,0.924431036,0.583433274,3.046520741,0.379193215,0.632938081,1.056019482,0.469675016,0.910571287,0.354703936,0.34563566,2.65E+17,1.25E+17,2.60877079,0.62,45.2,60,0.271854188,0.541475316,0.411065631,0.663183504,1.333041816,3.827742143,0,4,90
