# p_696_57, p_706_73,p_738_45,p_750_42, p_751_52, p_763_55, p_772_44, p_794_90, p_800_70, p_801_57, p_810_43,p_811_58, p_826_49, p_840_90, p_842_53, p_852_21, p_912_33, p_922_48,p_965_80, Ion Density (1/m3), Electron Density (1/m3),Electron Temperature (eV),Pressure Upstream (Torr),Pressure Downstream (mTorr), Plasma Power (W),fit10, fit11, fit12, fit13, fit14, fit15,H2_Flow_Rate (sccm), He_Flow_Rate,Argon Flow Rate (sccm)
0.272448818,0.376570237,0.42362243,0.439366771,0.486784189,0.805668357,0.43669827,0.384892368,0.503718464,0.821070659,0.489078277,2.344416553,0.316775617,0.533146017,0.839767049,0.404638449,0.807450827,0.31297526,0.314328852,1.90E+17,1.73E+17,2.527439137,0.64,39.1,80,0.335182529,0.578812621,0.474446481,0.636752655,1.237906011,3.409488021,0,10,90
0.129704238,0.16116247,0.197329716,0.199947268,0.269250174,0.567812133,0.242522645,0.221492606,0.283158079,0.507446006,0.330695063,1.958455238,0.182315633,0.326236407,0.599609136,0.227697031,0.591814611,0.20344403,0.201859012,7.93E+16,6.71E+16,2.744052586,0.64,85.1,35,0.443378749,0.668942403,1.042079718,0.716751672,1.692686754,4.961302329,0,10,90
0.200650233,0.289383104,0.327661536,0.312847005,0.373263559,0.708333436,0.348922443,0.330619289,0.367593696,0.723193219,0.42347215,2.096295587,0.25595198,0.460591719,0.784983868,0.318992558,0.718686677,0.251670582,0.250704103,1.93E+17,2.02E+17,2.399900123,0.43,60.6,80,0.435036176,0.635055386,0.630377485,0.678671557,1.252736112,3.207880271,0,10,50
0.280734116,0.379597071,0.429888218,0.442181744,0.524483291,0.936961259,0.473892468,0.422729123,0.521927269,0.932904726,0.546185047,2.826235274,0.340221747,0.577783419,0.965432247,0.421232175,0.955987767,0.358202044,0.340784709,1.56E+17,1.28E+17,2.595675038,0.64,50.2,60,0.296368407,0.557576034,0.461246236,0.663935201,1.384149104,3.999549004,0,10,90
0.156796837,0.207135832,0.247774978,0.322207343,0.334073407,0.579214793,0.288804881,0.286511255,0.370077207,0.620129079,0.389926168,2.137242855,0.258214915,0.398914924,0.726081768,0.306330144,0.575332277,0.254943533,0.232578424,1.54E+17,9.25E+16,2.867774935,0.43,40,60,0.176365638,0.483936442,0.298257704,0.641607036,1.428049328,4.575431409,0,10,50
0.197893852,0.2506732,0.298880827,0.444288401,0.472611259,0.856100677,0.386613289,0.347467306,0.461687077,0.844582559,0.518056629,3.241538149,0.31520044,0.52546368,1.006411586,0.383432867,0.967420967,0.349021753,0.357345869,7.39E+16,4.23E+16,3.047694918,0.43,60.6,40,0.212698973,0.510508128,0.534245674,0.697842361,1.790947126,5.716154694,0,10,50
0.160915286,0.185230559,0.237632608,0.381077007,0.36460078,0.609025776,0.281937304,0.246310047,0.381988324,0.533493745,0.360565214,2.175168995,0.221033977,0.364031249,0.687479042,0.294996788,0.657135192,0.27055155,0.278950498,6.92E+16,3.91E+16,3.091732241,0.64,39.1,40,0.058346615,0.381380294,0.113146487,0.661399644,1.640884473,5.604415426,0,10,90
0.225879885,0.33127422,0.366060458,0.426541978,0.463643438,0.776619626,0.40693006,0.360579011,0.445965353,0.773427533,0.442959105,2.306943049,0.291796343,0.475424457,0.786656176,0.356559883,0.760341919,0.306957495,0.274165151,1.98E+17,1.26E+17,2.689322597,0.54,40.1,70,0.255541211,0.534589716,0.393929412,0.640476099,1.31801335,3.930084233,0,10,70
0.297072891,0.430039513,0.476317292,0.539707486,0.540860768,0.829199379,0.488257366,0.433992609,0.541435747,0.874858735,0.494603737,2.267849525,0.349658358,0.553586433,0.86885728,0.432856887,0.815387438,0.355791877,0.32481073,2.65E+17,2.20E+17,2.508286793,0.54,30.4,115,0.326284761,0.570289106,0.427025196,0.607831152,1.105537425,2.853221913,0,10,70
0.176631188,0.248291501,0.293295263,0.336745228,0.407374836,0.790936094,0.326433412,0.307430742,0.385460112,0.735033886,0.441934061,2.683628457,0.257353281,0.420790198,0.767112521,0.301640363,0.781239896,0.268892377,0.278794521,9.53E+16,6.38E+16,2.830658649,0.54,70.3,40,0.270051709,0.546746808,0.588383222,0.703509083,1.706049979,5.203449145,0,10,70
0.236323338,0.328922905,0.366429052,0.357556554,0.423634495,0.757066891,0.394525828,0.344752046,0.417435595,0.76331172,0.442752285,2.181768898,0.278471433,0.46001839,0.750313801,0.332721538,0.740994414,0.280527468,0.263108941,1.86E+17,1.65E+17,2.474916946,0.64,50.2,70,0.384265021,0.608459551,0.570252776,0.665720921,1.281088263,3.460284932,0,10,90
0.235102475,0.347139012,0.385645567,0.354207967,0.423503681,0.800525146,0.394926176,0.385332504,0.413950345,0.822674981,0.474057373,2.268400607,0.289116193,0.518544782,0.881198588,0.360583921,0.795497157,0.286661658,0.284320644,2.05E+17,2.48E+17,2.286919959,0.43,60.6,90,0.482501902,0.655304992,0.645211129,0.676844935,1.202209809,2.902433676,0,10,50
0.310313953,0.436359993,0.482775335,0.488638652,0.540788817,0.894978485,0.497025149,0.441243262,0.56827001,0.924319763,0.539511549,2.514669318,0.352679535,0.58669808,0.918917746,0.447980511,0.879089936,0.337029612,0.346587687,1.98E+17,2.06E+17,2.44128726,0.64,39.1,90,0.358234444,0.587588161,0.47738987,0.636552788,1.193623254,3.130721617,0,10,90
0.204905942,0.257056837,0.311658329,0.3500836,0.429069286,0.825160981,0.371346679,0.295504638,0.407341535,0.716309082,0.445481313,2.643724855,0.252168485,0.446812504,0.823720916,0.334592149,0.804784452,0.290682018,0.294299505,8.45E+16,5.82E+16,2.886817602,0.64,60,40,0.241795793,0.529934512,0.525289568,0.688423676,1.733056668,5.395353636,0,10,90
0.246278367,0.354176818,0.394194655,0.417555005,0.447613821,0.747483558,0.405612224,0.409983684,0.484515379,0.846797881,0.49951838,2.311064668,0.3362921,0.549426644,0.906045386,0.412167833,0.722416261,0.318497154,0.29851596,2.72E+17,2.36E+17,2.428378638,0.43,40,108,0.376564047,0.597891567,0.499284167,0.638124881,1.147069161,2.89792374,0,10,50
0.27180469,0.375391318,0.436387079,0.36275713,0.472358343,0.988148595,0.458151259,0.441383673,0.492911226,0.941428156,0.577719921,2.746876755,0.337986661,0.612050531,0.989206809,0.41539126,0.962144348,0.322818666,0.302809252,1.70E+17,2.50E+17,2.091119278,0.64,85.1,65,0.614352984,0.720353836,0.772060583,0.706080162,1.228554601,2.7567479,0,10,90
0.216422239,0.298995906,0.352351454,0.345872179,0.434800256,0.854991189,0.376395066,0.349708586,0.422024911,0.798498858,0.482350067,2.664780935,0.270009024,0.478149815,0.829121607,0.330625881,0.831909925,0.27617337,0.282282717,1.37E+17,1.15E+17,2.607949479,0.54,70.3,50,0.371505961,0.608214439,0.66629316,0.71045458,1.427000575,4.011600933,0,10,70
0.245379546,0.357831129,0.408353262,0.347609843,0.429372143,0.805858542,0.426416382,0.379694294,0.455928806,0.797335807,0.469560384,2.130544191,0.285380571,0.524643635,0.832150687,0.379059713,0.731928379,0.267194766,0.281006775,2.03E+17,2.50E+17,2.200470247,0.64,60,80,0.517705634,0.668889932,0.651680749,0.67709453,1.20019948,2.816280076,0,10,90
0.289254421,0.407308316,0.461124268,0.528642526,0.52624398,0.817524428,0.473483509,0.421055669,0.544533892,0.851179291,0.495871002,2.276373332,0.33937349,0.537854847,0.875203297,0.422214308,0.818148699,0.360220032,0.341428566,2.23E+17,1.95E+17,2.554800882,0.54,30.4,105,0.301553325,0.557356983,0.403530361,0.609058203,1.140073084,3.062808692,0,10,70
0.259080903,0.360730029,0.407885294,0.51979457,0.550540019,0.940700446,0.466600367,0.419512926,0.53235063,0.911948647,0.535494407,2.935000418,0.350123689,0.552902177,0.957141009,0.418027406,0.926383974,0.372353657,0.340400242,1.56E+17,9.14E+16,2.836595153,0.54,40.1,60,0.149866988,0.462270411,0.237121413,0.639374954,1.43673948,4.581730732,0,10,70
0.180201673,0.226658581,0.275281343,0.351630475,0.372483533,0.610052367,0.313923295,0.272578335,0.392558612,0.593960958,0.385584353,2.13107298,0.234671655,0.391567986,0.69564008,0.30960019,0.645163608,0.252217694,0.26794532,9.84E+16,6.96E+16,2.896535434,0.64,39.1,50,0.16778901,0.479208858,0.297089821,0.640811836,1.545665362,5.088920812,0,10,90
0.173209989,0.233958139,0.2744133,0.331952063,0.350381604,0.597999415,0.308926213,0.304110049,0.382357178,0.651608192,0.402374391,2.107519688,0.266198672,0.420833449,0.742586095,0.318459196,0.588635616,0.26293291,0.243654673,1.82E+17,1.22E+17,2.753524428,0.43,40,70,0.227044297,0.516900054,0.358944962,0.639775398,1.346101962,4.101621046,0,10,50
0.186172434,0.251799364,0.299506594,0.345757321,0.400986195,0.753479486,0.345653526,0.317625765,0.386829009,0.74658271,0.447548023,2.59157462,0.262096039,0.455424624,0.85970522,0.32637925,0.796646546,0.290414716,0.289327836,1.15E+17,8.43E+16,2.838578111,0.43,60.6,50,0.248448384,0.533342448,0.495454774,0.680700632,1.606974511,4.958903662,0,10,50
0.151171312,0.198200907,0.25235519,0.445678535,0.375174263,0.519254253,0.314633246,0.299759663,0.437069638,0.559704876,0.388190287,1.877931097,0.266411915,0.371703019,0.654890521,0.307342634,0.45950295,0.249259542,0.219119575,1.36E+17,9.78E+16,2.878606439,0.43,22.6,80,0.15910021,0.471303007,0.217562994,0.569189352,1.20219563,3.853455832,0,10,50
0.222798344,0.332105185,0.385239411,0.33169509,0.405491102,0.810283914,0.378215824,0.383582414,0.393875652,0.812024866,0.462026838,2.237521631,0.275303015,0.491721159,0.846938543,0.335657751,0.809865081,0.268084665,0.263906969,2.15E+17,2.60E+17,2.23380111,0.43,70,90,0.536521288,0.686156981,0.724461631,0.69224431,1.206919026,2.833792105,0,10,50
0.219522844,0.320791805,0.369661781,0.314197475,0.393708011,0.830412389,0.376300788,0.375107478,0.384832464,0.76352851,0.454708087,2.275427852,0.26493148,0.477973113,0.842989375,0.315236574,0.808533724,0.25365483,0.248505852,2.07E+17,2.76E+17,2.169937386,0.43,90.1,80,0.629424334,0.744820716,0.887590995,0.717780197,1.215099428,2.747832248,0,10,50
0.260267068,0.376146502,0.427116125,0.368761925,0.467165106,0.920672976,0.433962879,0.408838545,0.447216975,0.870576933,0.513944381,2.504763206,0.29959334,0.524107713,0.84784863,0.348719801,0.863367209,0.272644069,0.278412456,1.91E+17,2.53E+17,2.16207559,0.54,80,75,0.586174555,0.71040094,0.770709322,0.707644171,1.206296218,2.734194176,0,10,70
0.1822316,0.25992693,0.29711566,0.325832374,0.389901247,0.744635118,0.345329863,0.311231697,0.376024549,0.688434053,0.399345903,2.287932899,0.245606069,0.39672576,0.759778573,0.282554473,0.702143466,0.261571005,0.233997403,1.37E+17,9.61E+16,2.729865855,0.54,60,50,0.275036982,0.54851557,0.502465345,0.679261988,1.52475946,4.587192073,0,10,70
0.149440666,0.214901348,0.248037375,0.26022143,0.316432108,0.653083366,0.279619389,0.271035511,0.297137943,0.624272816,0.359508713,2.068045038,0.209878578,0.370550568,0.682706318,0.253188704,0.675075652,0.210146399,0.213297753,1.25E+17,1.06E+17,2.700616451,0.43,80,50,0.375839735,0.615827393,0.755749739,0.702389627,1.568160314,4.554823538,0,10,50
0.191598902,0.270995556,0.304036848,0.326809739,0.374492643,0.672636818,0.340389342,0.317410265,0.382293984,0.712209753,0.424257928,2.188489307,0.257920207,0.451340203,0.783959729,0.321418364,0.714124806,0.266627792,0.257154054,1.76E+17,1.45E+17,2.629526813,0.43,50.3,70,0.332767514,0.58369087,0.540437544,0.658637039,1.360388358,3.939853294,0,10,50
0.237149291,0.337508693,0.393426166,0.424629652,0.492026708,0.893623396,0.435959709,0.401253445,0.495698466,0.857842143,0.494692318,2.689827148,0.312161383,0.490730821,0.916440276,0.350236964,0.856785454,0.326201009,0.295704153,1.63E+17,1.13E+17,2.694805695,0.54,50.2,60,0.258148342,0.536095061,0.425891633,0.663155115,1.423324727,4.255781096,0,10,70
0.192511895,0.239147961,0.296602741,0.359541989,0.425460335,0.824723674,0.344580108,0.316250553,0.40480868,0.738939649,0.475741513,2.926034878,0.268767231,0.443426052,0.834443811,0.318458162,0.860161634,0.286526915,0.291218366,5.97E+16,4.80E+16,2.949528987,0.54,80,35,0.334513727,0.594067658,0.867543347,0.704863482,1.823962285,5.578538146,0,10,70
0.217798266,0.301220989,0.352810786,0.458529287,0.447347371,0.702833463,0.414385157,0.397477446,0.522204828,0.807097788,0.499443766,2.469672398,0.350062101,0.524732439,0.89181534,0.417261049,0.679464659,0.326976938,0.289899122,2.05E+17,1.48E+17,2.698570825,0.43,30.7,90,0.269854511,0.544687969,0.40002791,0.610546782,1.18127281,3.415622696,0,10,50
0.210652704,0.295638706,0.349618763,0.51893876,0.454478004,0.640878075,0.422644424,0.398864105,0.554709168,0.751054107,0.486937264,2.212485792,0.345920844,0.492071164,0.814368716,0.41182986,0.597222614,0.315943647,0.272670484,2.19E+17,1.70E+17,2.707810918,0.43,22.6,115,0.263293345,0.539504423,0.365702749,0.570494952,1.074104423,2.965915706,0,10,50
0.143812437,0.182693236,0.210246598,0.252123149,0.309327301,0.688414721,0.304784506,0.270186788,0.362780258,0.621175841,0.392994861,2.439304403,0.238232558,0.387825589,0.749141062,0.285687175,0.58269269,0.218557693,0.230214994,6.99E+16,4.48E+16,2.894065404,0.64,70.2,35,0.251380106,0.532360075,0.608290616,0.699571444,1.856715496,5.741298189,0,10,90
0.108920998,0.133370497,0.175896409,0.325962419,0.281442066,0.453428278,0.23480928,0.230271376,0.335862113,0.461716544,0.325146603,1.881267391,0.215203618,0.309186854,0.600852291,0.258141073,0.46278115,0.22246875,0.191445997,8.75E+16,4.90E+16,3.079915202,0.43,30.7,50,0.082062866,0.409385981,0.137445347,0.615957226,1.552921135,5.466844086,0,10,50
0.19883429,0.265063793,0.314676608,0.309816354,0.407283787,0.833485681,0.370213013,0.333219422,0.396891167,0.738376151,0.464025777,2.680445869,0.251480175,0.446248034,0.814549063,0.310169408,0.846222808,0.270099386,0.27068323,1.11E+17,9.27E+16,2.66001597,0.54,90.3,40,0.420893426,0.645473432,0.872605635,0.712807137,1.62280321,4.626881427,0,10,70
0.299519894,0.455673238,0.494358763,0.507922756,0.556122359,0.923469558,0.514335876,0.460476241,0.545403005,0.946457196,0.525668983,2.508155403,0.358124956,0.565538441,0.928357288,0.420883216,0.86412042,0.355260512,0.313725205,2.26E+17,2.21E+17,2.426083463,0.54,40.1,100,0.381637622,0.601177755,0.509017633,0.639779098,1.152531985,2.919152745,0,10,70
0.232892938,0.292479966,0.361784636,0.515131843,0.484860268,0.750518192,0.386775944,0.356589409,0.494099356,0.740330547,0.460971832,2.461954637,0.316653098,0.484878519,0.875080621,0.383899854,0.79495345,0.353657125,0.33090139,1.28E+17,8.52E+16,2.864210327,0.54,30.4,65,0.126702479,0.445377439,0.184206429,0.608551969,1.372563292,4.513450474,0,10,70
0.239870627,0.321272378,0.3958901,0.423022847,0.50117441,1.007686128,0.413247411,0.426143837,0.495624078,0.954825912,0.588499766,3.408823008,0.330840944,0.585781417,1.143831024,0.40334918,1.017068427,0.371648379,0.361429074,1.16E+17,8.96E+16,2.791339146,0.43,70,50,0.311695223,0.575433662,0.643328423,0.698641352,1.591360114,4.77195756,0,10,50
0.144980658,0.190941742,0.233076224,0.288678946,0.338279161,0.654843178,0.279270159,0.265519896,0.306995993,0.608163119,0.366583269,2.148108428,0.206283123,0.354417808,0.690590478,0.24593477,0.701543342,0.235262043,0.236901533,8.98E+16,5.70E+16,2.880673796,0.43,90.1,40,0.423051736,0.657090862,1.118382955,0.734392393,1.744141672,5.188971574,0,10,50
0.216576443,0.323543194,0.358019316,0.367452034,0.417913767,0.734346743,0.422696921,0.390040709,0.484524362,0.813399597,0.494699303,2.262271207,0.304692566,0.52802879,0.854541747,0.39485651,0.713656474,0.287867645,0.250905861,2.72E+17,1.72E+17,2.602026557,0.5,40.2,85,0.363014793,0.588298987,0.438970905,0.628748723,1.222064043,3.269444834,0,0,70
0.22349215,0.335341936,0.372468602,0.388820289,0.43026996,0.738915397,0.466025592,0.42030645,0.511199295,0.846730057,0.486920307,2.104836663,0.308137591,0.501688446,0.790053735,0.370376001,0.671317146,0.259674172,0.252198539,2.77E+17,2.23E+17,2.450959386,0.6,36.4,98,0.01006297,0.28699328,0.00523569,0.61342242,1.138466778,2.866906626,0,0,90
0.169617852,0.246949373,0.302694399,0.303125227,0.377517656,0.737396326,0.392935582,0.357417848,0.413008052,0.774496045,0.441887954,2.170471189,0.257228107,0.451293243,0.756374329,0.320875432,0.607228702,0.232834677,0.203755826,2.01E+17,1.43E+17,2.593922234,0.6,55.1,60,0.051661436,0.363190071,0.043784782,0.648772848,1.323865239,3.686503577,0,0,90
0.213007037,0.312519677,0.371256846,0.349501888,0.460859072,0.941776019,0.505864379,0.450855923,0.50376668,0.93213717,0.557152892,2.595736654,0.310284025,0.545944588,0.938347567,0.37696542,0.777030098,0.269166099,0.244712989,1.97E+17,1.62E+17,2.435300956,0.6,64.9,55,0.055726034,0.36487087,0.042689107,0.672760435,1.285798285,3.317101222,0,0,90
0.183395845,0.240704528,0.294630657,0.434586785,0.41444688,0.621674873,0.354918158,0.325639143,0.485189362,0.675415748,0.449684481,2.291412074,0.305600315,0.469470384,0.840653962,0.377958654,0.680840178,0.30059822,0.26846826,1.71E+17,8.38E+16,2.982081252,0.5,27.2,65,0.048638026,0.366250665,0.047636502,0.583505604,1.311392709,4.305418444,0,0,70
0.212029799,0.317592059,0.367023476,0.351151824,0.436945518,0.86878818,0.445578663,0.437629487,0.494378989,0.923247674,0.552971751,2.685294873,0.321451836,0.568872132,0.966334655,0.39468193,0.848777325,0.292177214,0.264370306,2.22E+17,1.67E+17,2.482101719,0.5,60.1,65,0.123041467,0.425780162,0.106687013,0.658337759,1.275857092,3.340442795,0,0,70
0.126086696,0.170790888,0.203963714,0.240624247,0.284064013,0.567757723,0.251844597,0.254163701,0.298422656,0.587616187,0.361447027,2.199607992,0.213053437,0.354630857,0.673335019,0.247979757,0.565204707,0.202099494,0.197600392,1.32E+17,7.63E+16,2.806213969,0.39,71,45,0.312419703,0.575477071,0.679193764,0.702766359,1.689561053,5.05681487,0,0,50
0.22809825,0.322967852,0.324941687,0.505837291,0.456597217,0.563568746,0.381658527,0.342294547,0.489255229,0.629539214,0.387566356,1.828894372,0.29597163,0.501004567,0.727343318,0.362525056,0.585682126,0.2595001,0.255437915,2.84E+17,1.79E+17,2.617119819,0.41,21.4,115,0.358762129,0.600309036,0.51028059,0.558358256,1.018497429,2.637551284,0,0,50
0.213990791,0.269796371,0.339225349,0.555903786,0.568855279,0.955964875,0.504914055,0.450918846,0.662183879,0.941273229,0.633447686,3.56151206,0.378596318,0.578525844,1.132251248,0.449707742,0.858446477,0.358292972,0.367569191,6.36E+16,4.39E+16,3.215178162,0.6,36.4,44,0.092357257,0.421053625,0.141421189,0.62172692,1.515719638,5.328647919,0,0,90
0.218091213,0.322031978,0.365672853,0.451061223,0.463100404,0.745776063,0.449955488,0.421003246,0.54377108,0.846683876,0.50184556,2.435550867,0.328391737,0.518819375,0.84367309,0.403026,0.671680069,0.285801877,0.263568901,2.64E+17,1.70E+17,2.661989466,0.39,30.1,95,0.333245194,0.585204984,0.499351501,0.605866453,1.155465583,3.233728455,0,0,50
0.238786868,0.318686252,0.40226328,0.652685215,0.620529139,1.002458276,0.543722754,0.497851743,0.724708578,1.044242038,0.690816402,3.811914518,0.436719063,0.667547815,1.201322078,0.526897649,0.970510419,0.405981254,0.388411656,1.25E+17,6.72E+16,2.996149438,0.39,30.1,55,0.102446417,0.427019883,0.156068485,0.608447046,1.353455079,4.620803089,0,0,50
0.20212331,0.306614762,0.350340118,0.317927494,0.395108181,0.820644483,0.386310451,0.403200875,0.439626597,0.842842688,0.516483015,2.685429049,0.315014939,0.545476872,0.936872531,0.371305164,0.801128836,0.265764558,0.261651243,3.05E+17,2.65E+17,2.285038144,0.39,71,85,0.587465303,0.72913328,0.89144931,0.718462905,1.199919969,2.78236333,0,0,50
0.115847484,0.170074993,0.201949245,0.197728768,0.251147679,0.546922674,0.247074706,0.245255782,0.276006377,0.54000798,0.331061256,1.937556765,0.195846021,0.3407196,0.621228842,0.224812169,0.567401979,0.176639497,0.175129094,2.02E+17,1.43E+17,2.55284338,0.39,90.4,55,0.507659116,0.702246338,1.005864452,0.73166905,1.428360637,3.856106183,0,0,50
0.190393238,0.268472964,0.307005116,0.377379771,0.417457168,0.742608861,0.378688367,0.391974413,0.475625551,0.808686784,0.481833367,2.54776327,0.296006418,0.47357637,0.836712077,0.351900991,0.668703851,0.265496502,0.246619017,1.92E+17,1.15E+17,2.768425122,0.39,40.4,65,0.19481366,0.4947167,0.301384172,0.636108885,1.349469541,4.160277615,0,0,50
0.176821288,0.231137034,0.246277513,0.458926304,0.394235681,0.490236103,0.304603709,0.28090113,0.427688228,0.520739914,0.345545156,1.757990141,0.258002261,0.422303406,0.660418849,0.316811665,0.513344338,0.233412068,0.231418465,2.45E+17,9.91E+16,2.779384046,0.41,21.4,80,0.159748289,0.4685056,0.196568935,0.561078667,1.178242977,3.680531487,0,0,50
0.1799731,0.263416981,0.259341564,0.351772048,0.365540738,0.499587383,0.319674424,0.283256368,0.382832599,0.56758,0.327684489,1.577204185,0.226978058,0.414380111,0.605647612,0.287544536,0.530675001,0.2024769,0.202299209,2.76E+17,1.57E+17,2.621753061,0.41,30,90,0.327310994,0.57857804,0.472397511,0.607210836,1.165575687,3.272718158,0,0,50
0.224338435,0.331427251,0.378454614,0.391792707,0.458419666,0.848029732,0.485742087,0.446258367,0.54395484,0.944583864,0.549043675,2.569443598,0.332770777,0.554150818,0.91852534,0.395807942,0.790810054,0.284866248,0.275809209,2.27E+17,1.57E+17,2.587427409,0.6,45,70,0.038485498,0.345956064,0.029622519,0.632672747,1.264995557,3.495233745,0,0,90
0.201797711,0.297466609,0.351210139,0.293667826,0.398213383,0.88149286,0.430087625,0.411042079,0.435524516,0.850440596,0.54523457,2.544396539,0.305037551,0.570168621,0.984461135,0.370413681,0.856504836,0.257765239,0.237661265,2.24E+17,2.04E+17,2.277726897,0.6,94.9,55,0.219150367,0.484243797,0.201180202,0.712867963,1.238214061,2.877317679,0,0,90
0.219796216,0.331970152,0.382968321,0.336139487,0.425277882,0.870072925,0.437304775,0.443801981,0.48858686,0.913801035,0.569886415,2.615136447,0.325402313,0.585782207,0.938111173,0.394668099,0.788013879,0.280471133,0.255751272,2.69E+17,2.43E+17,2.247501134,0.5,70.4,75,0.104096411,0.403650568,0.069437897,0.681180503,1.175113383,2.679016396,0,0,70
0.197608982,0.294475308,0.34467277,0.289605106,0.378803661,0.831323984,0.413283842,0.402514945,0.423973329,0.826047727,0.509699783,2.288417188,0.291498135,0.537687145,0.881774922,0.356062307,0.78375854,0.249278045,0.219635363,2.57E+17,2.52E+17,2.168875455,0.6,85.1,65,0.22220351,0.480072674,0.175387085,0.710669403,1.162717546,2.51148861,0,0,90
0.174141189,0.242825639,0.279529221,0.302081128,0.365602411,0.721277355,0.340760853,0.344068398,0.402047551,0.772085365,0.465986941,2.678136669,0.275071859,0.460488671,0.852182513,0.32198949,0.710255162,0.256218076,0.244339205,1.87E+17,1.12E+17,2.674830373,0.39,60.5,55,0.32673735,0.58168386,0.599158106,0.686804265,1.509263456,4.422596588,0,0,50
0.151233355,0.203691002,0.255285378,0.265615057,0.364654395,0.779169447,0.359102443,0.32975473,0.417501296,0.769568538,0.491226635,2.788873885,0.258827262,0.45078723,0.872961461,0.319666582,0.762619089,0.260691522,0.226789874,9.37E+16,6.36E+16,2.887478076,0.6,75.1,36,0.089132545,0.408540309,0.138593935,0.682449226,1.642408244,5.01049249,0,0,90
0.167170084,0.23948129,0.278450892,0.290028041,0.354885741,0.65593676,0.342233652,0.329121373,0.412696301,0.71744795,0.446766859,2.218322236,0.259484176,0.453326273,0.77689662,0.326997953,0.656821144,0.251251976,0.220678342,1.94E+17,1.23E+17,2.686938508,0.5,50.1,56,0.086695421,0.401572889,0.0855413,0.642871984,1.37304679,3.993863291,0,0,70
0.147831092,0.209450343,0.229715088,0.25143916,0.294576446,0.57240073,0.283245542,0.29235853,0.336275284,0.622049478,0.369321432,2.012928877,0.222195592,0.369647575,0.650559128,0.265365167,0.537962126,0.203553778,0.190803235,2.24E+17,1.44E+17,2.610955023,0.39,50.2,65,0.351548903,0.595141608,0.580914964,0.670369225,1.365926929,3.901407114,0,0,50
0.256274667,0.390877104,0.444724489,0.424957126,0.48992328,0.913262041,0.545117405,0.507953879,0.567281489,1.034979498,0.572735816,2.410595023,0.353178673,0.601902551,0.919283764,0.440707785,0.731754066,0.291287585,0.251966816,3.21E+17,2.77E+17,2.14686701,0.6,45,110,0.237473556,0.493875655,0.202957491,0.657618189,1.116651807,2.507051215,0,0,90
0.171664401,0.254690333,0.300107702,0.280867639,0.355629519,0.760982671,0.355550889,0.356633131,0.389003134,0.766684648,0.467721515,2.648418106,0.27526897,0.491107289,0.866768772,0.325675835,0.777318012,0.246472543,0.240322953,2.40E+17,1.80E+17,2.458502483,0.39,80.9,65,0.56823615,0.740811089,1.048930864,0.722718892,1.342318975,3.472055993,0,0,50
0.238813698,0.364537285,0.410378488,0.389062034,0.460884156,0.867793661,0.483331533,0.468059593,0.520105388,0.953954226,0.555773068,2.490114625,0.336581897,0.556301795,0.903338307,0.396643877,0.758042446,0.286438024,0.266905016,2.79E+17,2.32E+17,2.332034283,0.5,50.1,85,0.036510107,0.337722193,0.02015791,0.648091459,1.160602151,2.768826026,0,0,70
0.205228981,0.305047485,0.356181084,0.306285131,0.399103503,0.846246421,0.443030311,0.423208639,0.458474205,0.877071144,0.539788935,2.403388194,0.302480381,0.553017746,0.897652475,0.371742091,0.782366771,0.267834389,0.227395277,2.52E+17,2.35E+17,2.224069821,0.6,75.1,65,0.162224227,0.445363876,0.124069836,0.693458797,1.190154347,2.702109535,0,0,90
0.194346286,0.283728516,0.315012502,0.350121736,0.38718883,0.660675823,0.410347202,0.370645092,0.458401616,0.741452046,0.440527469,2.028379239,0.274789969,0.44207073,0.728720298,0.327782909,0.604302572,0.239287801,0.227763169,2.40E+17,1.62E+17,2.622095912,0.6,36.4,80,0.011308791,0.293590414,0.007923835,0.617526439,1.223693114,3.415868335,0,0,90
0.138594461,0.187083188,0.234399148,0.271536745,0.330670435,0.657940652,0.328946394,0.295976219,0.369662944,0.669973614,0.402945731,2.202993934,0.228259711,0.38783513,0.711391358,0.276972464,0.576504374,0.21738658,0.194273564,1.19E+17,7.44E+16,2.955149147,0.6,55.1,46,0.062021256,0.382487334,0.083764491,0.652848291,1.525740187,4.832732467,0,0,90
0.24413024,0.370941333,0.403926713,0.412281669,0.456484545,0.788746105,0.500142086,0.455669224,0.543770322,0.904827924,0.50878934,2.201128581,0.327410951,0.537154089,0.831460887,0.391772627,0.709005398,0.273558891,0.261312221,3.09E+17,2.64E+17,2.359592209,0.6,36.4,109,0.009386193,0.283562771,0.004361981,0.616580417,1.098836487,2.606249993,0,0,90
0.187509528,0.23025813,0.317165838,0.652800874,0.511172519,0.659635523,0.371218101,0.359697722,0.598516006,0.682485642,0.522649357,2.571477235,0.355743511,0.504339675,0.909389126,0.437857883,0.634529081,0.331033203,0.329170141,1.23E+17,6.52E+16,2.959172485,0.39,19.2,65,0.162424928,0.476584017,0.218212315,0.542545451,1.131665963,3.669664601,0,0,50
0.152422006,0.199932881,0.234587506,0.302609192,0.345308661,0.636472606,0.333165135,0.310435786,0.411804042,0.676699197,0.418513175,2.328171692,0.25133776,0.395511107,0.735750803,0.2907581,0.638211579,0.237971885,0.232803008,1.05E+17,6.60E+16,3.046675091,0.6,45,45,0.068419556,0.391666503,0.094932827,0.635119181,1.536017766,5.07541068,0,0,90
